prior_pool_row,prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle,FractionCSP3,HBA,TPSA,cLogP,BertzCT,HeavyAtomCount,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy
183,183,[C][O][C][C][=Branch1][C][=O][S][=Branch1][C][=O][C][=C][O][C][=C][Ring1][N][Branch1][C][N][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][O][C][Ring1][=N],C1OCC(=O)S(=O)C=COC=C1CNC(=O)C=CN(C)OC,CON(C)C=CC(=O)NCC1=COC=CS(=O)C(=O)COC1,True,True,0.38461538461538464,7.0,94.17000000000002,-0.2132999999999996,482.16769995724513,22.0,35.0,5.0,2.0,1.9496744710072695
184,184,[C][O][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][O][C][=C][Branch2][Ring1][=C][O][C][Branch1][=C][C][=N][N][C][C][C][Ring1][=Branch2][C][Cl][N][=C][C][=C][C][=C][Ring1][#C][C][=Ring1][=Branch1],COC[C@H1](C(C)C)OC1=C2OC(C=NNCCC2C=3Cl)=CC=C1C=3,COC[C@@H](OC1=C2OC3=CC=C1C=C(Cl)C2CCNN=C3)C(C)C,True,True,0.5,5.0,52.08,3.4577000000000018,618.4237512704515,24.0,42.0,7.0,4.0,2.124048768486759
185,185,[C][=C][C][Branch1][C][C][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][O][C][=C][Ring1][=Branch2][=C][C][Ring1][=N][N][C][Ring2][Ring1][=Branch1],C1=CC(C)=C2C(=O)NC(C)OC=C2CCNC1,CC1=C2C(=O)NC(C)OC=C2CCNCC=C1,True,True,0.46153846153846156,3.0,50.36,1.2287,390.2613730712553,17.0,30.0,5.0,4.0,1.973904808618836
186,186,[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][=C][Branch1][C][Cl][O],CCNC(=O)C=CC=C1CC=CC(CC)=C1C(Cl)O,CCNC(=O)C=CC=C1CC=CC(CC)=C1C(O)Cl,True,True,0.4,2.0,49.33,2.8288000000000015,424.95466351341577,19.0,27.0,4.0,2.0,1.790701381490763
187,187,[C][=C][O][C][=Branch1][C][=O][/C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Branch1][S][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][Branch1][C][C][/C][=C][C][=C][C][=N][Ring1][N][C][=C][Ring1][=Branch1][O][C][Branch1][C][Cl][=C][C][O][Ring1][N],C=COC(=O)/C=CC=CC=CC=C(CC1(CC(=O)NC)/C=C)C=CC=N1,C=COC(=O)C=CC=CC=CC=C1C=CC=NC(C=C)(CC(=O)NC)C1,True,True,0.19047619047619047,4.0,67.76,3.359700000000001,685.549955182672,26.0,54.0,9.0,4.0,2.100616859025549
188,188,[C][O][C][=C][C][=C][C][=Branch1][C][=O][N][C][=C][C][Branch2][Ring1][=N][C][=N][C][=C][Branch1][=Branch1][NH1][C][=C][Ring1][Ring1][C][=Branch1][#Branch2][=C][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#C][O][C][=C][Ring2][Ring1][=Branch2],COC=CC=C1C(=O)NC=CC(C2=NC=C([NH1]C=C)C(=CC(F)(F)F)C=C2O)C=C1,C=CNC1=CN=C(C2C=CNC(=O)C(=CC=COC)C=C2)C(O)=CC1=CC(F)(F)F,True,True,0.14285714285714285,5.0,82.95,3.8485000000000023,892.175207039098,30.0,50.0,9.0,6.0,2.2779381899941766
189,189,[C][C][O][C][=C][C][=Branch1][C][=O][C][NH1][C][=C][Branch1][C][Cl][C][C][Branch1][Ring1][C][=O][=N][C][Branch1][Ring1][C][O][=C][C][=C][Branch1][C][C][C][=C][Ring1][=C][=C][C][Ring2][Ring1][=Branch1][Ring1][S],CCOC=CC(=O)C[NH1]C=C(Cl)C12C(C=O)=NC(CO)=CC=C(C)C=C1CC2,CCOC=CC(=O)CNC=C(Cl)C12CCC1=CC(C)=CC=C(CO)N=C2C=O,True,True,0.38095238095238093,6.0,87.99,2.9581000000000017,772.8559515213416,28.0,45.0,6.0,6.0,1.9533444280919217
190,190,[C][C@H1][Branch2][Ring2][Branch1][C][O][C][=C][C][N][=C][Branch2][Ring1][#C][C][O][N][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][O][C][=C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1][=O][C][=C][N][Ring2][Ring1][C][Ring1][Branch2][=N][C][=C][Ring2][Ring1][#Branch2][C][Branch1][C][C][=O],C=[C@H1]COC1=CCN=CC2ON(C=CC=C2OC=CCC)N1,C=CCOC1=CCN=CC2ON(C=CC=C2OC=CCC)N1,True,True,0.3125,6.0,55.32000000000001,2.5731,496.1313520576979,22.0,58.0,12.0,10.0,2.2842380460961214
191,191,[O][=C][Branch2][Ring2][=Branch1][C][C][N][=C][N][Branch1][#Branch2][C][C][N][=C][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][P][C][Branch1][C][Cl][=C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][Br],O=C(CCN=CNCCN=CC(=O)C)CBr,CC(=O)C=NCCNC=NCCC(=O)CBr,True,True,0.6,4.0,70.89,0.6181999999999996,253.21187563522582,16.0,46.0,10.0,4.0,2.225024533734507
192,192,[C][C][=C][S][C][=Branch1][C][=O][N][C][C][N][Branch1][=C][C][=C][O][C][Branch1][C][C][Branch1][C][F][F][C][=N][Ring1][#Branch1][Cl][C][=C][Ring1][=C][NH1][C][C][Ring1][Ring1][N][C][=Branch1][C][=S][C][=C][Branch1][C][F][C][=C][Ring1][Branch2],CC=CS1C(=O)NCCN1C=COC(C)(F)F,CC=C[SH]1C(=O)NCCN1C=COC(C)(F)F,True,True,0.5,3.0,41.57000000000001,2.5619000000000005,298.4902249956731,17.0,53.0,8.0,5.0,2.175832449132393
193,193,[C][S][=Branch1][N][=N][C][=C][C][=C][Branch1][C][F][NH1][C][Branch2][Ring1][Branch1][C][N][C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch2][N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][Ring1][=Branch1][C][C][Ring1][Ring1][=C][Ring2][Ring1][=N],C1=S(=NC=CC=C(F)[NH1]CCNCC(Cl)=CC=CNC(Cl)=NCCl)CC=C1,FC(=CC=CN=[SH]1=CC=CC1)NCCNCC(Cl)=CC=CNC(Cl)=NCCl,True,True,0.29411764705882354,4.0,60.81,3.4135000000000018,677.549955182672,27.0,49.0,9.0,7.0,2.2085517174028984
194,194,[C][C][C@@H1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][Branch1][C][C][=C][C][Branch1][=Branch2][C@H1][C][N][N][Ring1][#Branch1][C][=C][O][C][Branch1][Ring2][C][C][Branch1][=C][C][C][Branch1][C][C][=C][Ring1][=C],C1C[C@@H1]CC(C)C(=O)N1CC(C2)=CC([C@H1]3CNN2C=C)OCCCCC(C)=C3,C=CN1CC(CN2CC[CH]CC(C)C2=O)=CC2OCCCCC(C)=C[C@@H]2CN1,True,True,0.6521739130434783,4.0,44.81,3.4708900000000016,589.159568183699,28.0,48.0,10.0,4.0,1.9255269675030906
195,195,[C][C][C][=C][Branch1][C][Br][N][=C][C][=Branch1][C][=O][O][N][C][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#C][C][=C][C][C][Ring1][=Branch1][O][C][Ring2][Ring1][Ring1],CC1C=C(Br)N=CC(=O)ONC(C(=O)N=C1C)=CCCOC,COCCC=C1NOC(=O)C=NC(Br)=CC(C)C(C)=NC1=O,True,True,0.42857142857142855,6.0,89.35,1.8988999999999998,520.2415647232906,22.0,37.0,6.0,5.0,2.1194245788245643
196,196,[C][C][Branch1][C][C][C@@H1][Branch2][Ring2][=C][C][O][C][N][=C][Ring1][#Branch1][C][=N][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][S][=Branch1][C][=O][N][=C][Ring1][=Branch2][N][Branch1][C][C][C][Ring1][Ring1][C][=Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][O],CC(C1)[C@@H1](COCN=C1C=NC=CC(C=CC=C2C=C3C=CS(=O)N)=C2N(C)CC3C=C)C(C)(C)O,C=CC1CN(C)c2c(C=CN=CC3=NCOC[C@@H](C(C)(C)O)C(C)C3)cccc2C=C1C=CS(N)=O,True,True,0.42857142857142855,6.0,100.51,4.341600000000004,1075.5253365065391,36.0,62.0,10.0,8.0,2.114912055417985
197,197,[C][C][C][=Branch1][C][=O][N][=C][Branch1][#Branch2][C@H1][C][Branch1][C][F][Branch1][C][N][C][C][=C][C][C][C@H1][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch1],CCC(=O)N=C([C@H1]C(F)(N)C1)C=CCC[C@H1]1NC=CC=CC(C2)=CC(C)=C2,CCC(=O)N=C1[CH]C(N)(F)C[C@H](NC=CC=CC2=CC(C)=CC2)CCC=C1,True,True,0.4090909090909091,3.0,67.48,4.237390000000004,685.549955182672,27.0,43.0,9.0,2.0,1.7867774602455848
198,198,[C][=C][Branch1][=Branch2][C][=C][Branch2][Ring1][=Branch1][C][=S][=Branch1][C][=O][C][C][C][=C][Ring1][S][C][C][C@H1][Branch1][C][C][O][=C][C][Ring1][=Branch1][=N][C@H1][Ring2][Ring1][C][C][=C][O][C][C][Branch1][C][Cl][=C][Ring2][Ring1][=C][O][C][C],C12=C(C3=CC=S(=O)CCC=C1CC4[C@H1](C)OCC4)N[C@H1]3C=COCC(Cl)=C2OCC,CCOC1=C(Cl)COC=C[C@@H]2NC3=C1C(CC1CCO[C@H]1C)=CCC[SH](=O)=CC=C32,True,True,0.5217391304347826,5.0,56.790000000000006,3.597900000000002,888.3228035743816,30.0,51.0,8.0,7.0,2.16176679880329
199,199,[O][C][C@@H1][C][Branch1][C][N][=C][C][C][C][=C][Branch1][Ring1][C][#N][C][Ring1][#Branch1][S][Branch1][C][Cl][=C][Ring1][O][C][C][=C][Branch1][C][Cl][C][=C][Ring1][=Branch1][C][C][=C][Ring1][=Branch2][Ring2][Ring1][Ring2],OC[C@@H1]C(N)=C1C2CC=C(C#N)C2S(Cl)=C1C34C=C(Cl)C=C3CC=C4,N#CC1=CCC2C(=C(N)[CH]CO)C(C34C=CCC3=CC(Cl)=C4)=S(Cl)C12,True,True,0.3157894736842105,3.0,70.03999999999999,3.8519700000000023,856.204610592156,25.0,44.0,7.0,8.0,2.1517821981203284
200,200,[C][=C][O][C][Branch1][=C][S][Branch1][C][C][=Branch1][C][=O][N][C][Branch1][=C][O][C][C][=C][C][=C][C][=C][C][=C][Ring1][Branch1][=C][Ring1][=Branch2][=N][C][=Branch1][C][=O][C][Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][=C][C][Branch1][C][C][=C][Ring1][#C],C1=COC1(S2(C)(=O)NCOCC=CC3=C4C=C5C=C4C)NC(=O)C3C=C2C=CC(C)=C5,CC1=CC2=CC(=C3C=CCOCNS4(C)(=O)C(=CC3C(=O)NC43C=CO3)C=C1)C(C)=C2,True,True,0.2916666666666667,4.0,76.66,3.011400000000002,1176.262704115396,31.0,54.0,9.0,6.0,2.018733383186237
201,201,[C][C][Branch1][C][C][Branch1][C][C][O][C][S][C][=Branch1][C][=O][N][Branch1][C][C][C@@][C][=C][C][Branch1][C][F][=C][Branch1][C][O][C][Ring1][Ring2][C][Ring1][N][=C][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1],CC(C1)(C)OCSC(=O)N(C)[C@@]C=CC(F)=C(O)CC=CC(C)=C1,CC1=CCC(C)(C)OCSC(=O)N(C)[C]C=CC(F)=C(O)CC=C1,True,True,0.4444444444444444,4.0,49.769999999999996,5.1544900000000045,534.3856189774723,24.0,45.0,8.0,5.0,1.9166315110722838
202,202,[C][C][C][O][C][C][Branch1][C][N][C][=C][C][=Ring1][=Branch2][=C][C][Branch1][#Branch2][C][C][=C][C][C][Ring1][=Branch1][C][C][C][Ring1][N][=O][C][=C][Branch1][C][C][C][Ring1][=Branch1][C][=O],CC=1COCC(N)C=C2C=1CC3(CC=CCC3CC)C2=O,CCC1CC=CCC12CC1=C(C)COCC(N)C=C1C2=O,True,True,0.6111111111111112,3.0,52.32,2.922200000000002,528.2415647232906,21.0,41.0,7.0,4.0,1.7567255922643132
203,203,[O][=C][Branch1][C][Cl][C][=C][C][=Branch1][C][=O][C][C][C][=C][C][Ring1][#Branch1][Branch1][C][C][N][=C][Ring1][=N][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][=C][C][=Branch1][C][=O][N][C][=C][C][Ring1][Branch1][Ring2][Ring1][#Branch2],O=C(Cl)C1=CC(=O)CCC=CC(C)N=CC=C(C(C)=O)CC=CC(=O)NC=CC1,CC(=O)C1=CC=NC(C)C=CCCC(=O)C=C(C(=O)Cl)CC=CNC(=O)C=CC1,True,True,0.3181818181818182,5.0,92.67,3.5383000000000013,783.8949464100463,29.0,50.0,10.0,5.0,2.0098959731432338
204,204,[C][=C][C][Branch2][Ring2][#Branch2][C][=C][C][=C][C][=Branch1][C][=O][N][C][Ring1][Branch2][S][C][O][C][C][Branch1][=Branch1][C][Branch1][C][O][C][Ring1][=Branch2][C][=Branch1][C][=O][O][C][C][Branch1][C][C][N][C][=C][C][=C][Ring1][=Branch1][F][C][Ring1][#Branch2],C1=CC1(C2=CC=CC(=O)NC2SCOCC(C(O)C)C(=O)OCC(C)NC=CC=C)F,C=CC=CNC(C)COC(=O)C(COCSC1NC(=O)C=CC=C1C1(F)C=C1)C(C)O,True,True,0.45454545454545453,7.0,96.89,2.1283000000000003,730.0000000000002,31.0,53.0,12.0,5.0,2.097134751259654
205,205,[C][C][Branch1][=C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][N][C][=C][C][NH1][C][=C][Branch1][O][C][=C][C][Branch1][C][Cl][=C][C][N][=C][Ring1][#Branch1][C][=Ring1][#C][=C][C][NH1][Ring1][Branch1][C][=C][Ring1][P],C=C(C(O)C=CC=C(O)C=C)N1C=CC[NH1]C=C1C=CC(Cl)=CCN=C,C=CC(O)=CC=CC(O)C(=C)N1C=CCNC=C1C=CC(Cl)=CCN=C,True,True,0.15,5.0,68.09,3.6849000000000025,670.8268714730222,26.0,52.0,8.0,5.0,2.013403343754407
206,206,[C][O][C][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring2][C][=C][Branch1][C][I][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][C][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2][Cl],C1OCC(=O)C=CC1(C=C(I)C=CC(=O)OCC(C)=CC(OC)=N)Cl,COC(=N)C=C(C)COC(=O)C=CC(I)=CC1(Cl)C=CC(=O)COC1,True,True,0.35294117647058826,6.0,85.68,3.1077700000000013,618.4237512704516,25.0,48.0,9.0,8.0,2.1195966993927025
207,207,[C][C][=C][Branch2][Ring2][=Branch1][N][C][=C][Branch1][C][C][=C][C][=N][Ring1][#Branch1][Branch1][N][C][=C][Branch1][C][O][C][=C][C][Branch1][=Branch1][C][C][C][Branch1][Ring2][C][S][C][C][N][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][O][C][Ring1][P][=O],CC=C(N1C=C(C)CC=N1)CCl,CC=C(CCl)N1C=C(C)CC=N1,True,True,0.4444444444444444,2.0,15.6,2.7243000000000013,228.42286534333687,12.0,52.0,12.0,5.0,2.138872460948922
208,208,[C][S][=Branch1][C][=O][C][C][Branch2][Ring1][Ring2][O][C][C][=C][C][Branch1][C][=C][C][=C][N][=C][C][C][Ring1][=N][C][N][C][C][Branch1][=Branch2][C][=Branch1][C][=O][C][O][C][Branch1][C][F][Branch1][C][F][C][=N][Ring1][#Branch2],CS(=O)CC1(OCC=CC(C)C=CN=CCC1CNC)C(C(=O)COCF)(F)C=N,CNCC1CC=NC=CC(C)C=CCOC1(CS(C)=O)C(F)(C=N)C(=O)COCF,True,True,0.65,7.0,100.84,2.00697,642.949461614781,30.0,49.0,9.0,4.0,2.1236788876233885
209,209,[C][O][C][=Branch1][C][=O][C][=C][N][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][F][C][=C][Ring1][N][S][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][#C][Ring2][Ring1][O],COC(=O)C=CN=CC1=NC=CC=C1C2(F)C=CS(=O)C=CC=C(C)CC(C)=C2,COC(=O)C=CN=Cc1ncccc1C1(F)C=CS(=O)C=CC=C(C)CC(C)=C1,True,True,0.22727272727272727,5.0,68.62,4.424400000000004,924.5399266048879,29.0,48.0,6.0,5.0,2.0485715934340574
210,210,[C][C][Branch2][Ring2][=C][S][=Branch1][C][=O][C][C][=N][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][S][Ring1][=Branch1][C][=C][C][#N][=C][S][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][Ring1][S][C][Ring2][Ring1][N],CC(S(=O)CC=NC(NC(=O)C1NC(=O)SC=CC)=NCS2C(C)=CC=C21)N,CC=CSC(=O)NC1C(=O)NC(N=CCS(=O)C(C)N)=NC[SH]2C(C)=CC=C12,True,True,0.4117647058823529,7.0,126.00999999999999,1.7014000000000002,757.8600237553158,28.0,51.0,8.0,7.0,2.0691717270497794
211,211,[C][N][Branch1][C][N][=C][Branch2][Ring1][=C][C][Branch1][=C][N][C][C@@H1][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][C][Branch1][C][N][=C][C][=C][Ring1][#C][Cl][O][C][C][Ring2][Ring1][Ring1][#Branch1][O],CN(N)C1(C2(NC[C@@H1]CC(=O)C=C1C)C(N)=CC=C2Cl)O,CC1=CC(=O)C[CH]CNC2(C(N)=CC=C2Cl)C1(O)N(C)N,True,True,0.42857142857142855,6.0,104.61,-0.08880999999999967,506.2415647232905,21.0,43.0,7.0,6.0,2.226970867699232
212,212,[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][O][Ring1][Branch2][C][C][N][Branch1][=Branch2][C][Ring1][S][C][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C],O1C(=O)C2=CC3=CC=C(C3)C2(O)CC4N(C1CCC4)CCC(=O)NC,CNC(=O)CCN1C2CCCC1OC(=O)C1=CC3=CC=C(C3)C1(O)C2,True,True,0.5789473684210527,5.0,78.87,1.1775999999999998,682.8268714730224,25.0,46.0,9.0,8.0,1.9943603956086933
213,213,[C][C][=C][C][C][C][=C][Branch1][C][O][C][Ring1][Branch2][C][N][Branch1][#Branch2][C][O][/C][C][F][=C][/C][C][Ring1][=Branch1][C][Branch1][C][O][C][=C][Ring2][Ring1][Ring2],C1C2=CCCC=C(O)C2CN(CO/CCF)C(O)C=C1,OC1=CCCC=C2CC=CC(O)N(COCCF)CC12,True,True,0.6,4.0,52.93000000000001,2.2886000000000006,382.8424910217125,20.0,36.0,6.0,5.0,2.0515167334742777
214,214,[C][N][C][=C][C][=N][C][N][C][=C][C][Branch2][Ring2][N][O][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=Branch1][C][=O][C][C][Ring1][Ring1][=C][C][Branch1][C][O][=C][Ring2][Ring1][=C][N],CN1C=CC=NCNC=CCOC(=O)C(CC2=CC=CC=C2CC(=O)CC)=CC(O)=C1N,CCC(=O)Cc1ccccc1CC1=CC(O)=C(N)N(C)C=CC=NCNC=CCOC1=O,True,True,0.2916666666666667,8.0,117.25,2.4968,926.5399266048879,32.0,52.0,8.0,6.0,2.0324478749282378
215,215,[C][C][=C][C][C][Branch1][C][N][=C][C][N][C][=C][C][Branch1][=N][C][=C][Branch1][C][I][C][Ring1][=Branch1][O][C][=C][Ring1][N][C][=C][Ring1][#Branch1][O][C][C],CC=CCC(N)=CC1NC=C2C(C=C(I)C2OC=C1)C=COCC,CC=CCC(N)=CC1C=COC2C(I)=CC(C=COCC)C2=CN1,True,True,0.3684210526315789,4.0,56.510000000000005,4.048700000000003,577.159568183699,24.0,36.0,5.0,3.0,1.8433768609273773
216,216,[C][C][Branch1][C][C][=C][Branch2][Ring1][C][O][C][=Branch1][C][=O][C][C][C@][Branch1][#Branch2][C][S][C][=C][C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][C][Cl][C][=C][Ring1][S][Ring2][Ring1][Branch2][C][Ring2][Ring1][O][=O],CC(C1)=C(OC(=O)CC[C@]C2SC3=CCC=C3)C(=O)C=C(OCCl)C=C21,CC1=C2OC(=O)CC[C]C(SC3=CCC=C3)C(=CC(OCCl)=CC2=O)C1,True,True,0.35,5.0,52.60000000000001,4.620290000000004,730.0,26.0,51.0,9.0,8.0,2.135153263031079
217,217,[C][C][NH1][C][=N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][Branch1][C][C][=C][S][C][=C][C][=C][Branch1][C][F][C][=C][Branch1][C][O][C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][O],CC[NH1]C=NC(CO)C(=O)N(C)CSC=CC=C(F)C1=C(O)CC=C1Cl,CCNC=NC(CO)C(=O)N(C)CSC=CC=C(F)C1=C(O)CC=C1Cl,True,True,0.4117647058823529,5.0,85.16000000000001,2.839800000000001,603.9495684877126,26.0,43.0,6.0,4.0,2.0765878086718854
218,218,[C][O][C][=C][Branch1][C][N][C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][=Branch1][C][P][C][N][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][=N][N],COC=C(N)CC=CC(=O)C=CC=CCC=CCPCN=C,C=NCPCC=CCC=CC=CC(=O)C=CCC(N)=COC,True,True,0.29411764705882354,4.0,64.68,3.343600000000002,438.6587689043804,22.0,39.0,6.0,3.0,1.90637984333209
219,219,[C][O][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][N][P][=Branch1][=Branch2][=C][C][Branch1][=Branch2][=C][=Branch1][C][=O][C][=N][Ring1][=Branch1][C][=C][Ring1][O],C1OC=CC=C1NC=CC=CC(F)=C(N)P(=C2CC(=O)C=N2)C=C,C=C[PH](C(N)=C(F)C=CC=CNC1=CC=COC1)=C1CC(=O)C=N1,True,True,0.11764705882352941,4.0,76.71,2.7022000000000013,709.1372703609896,24.0,40.0,9.0,3.0,2.120125794345372
220,220,[C][C][C][=C][C][=C][C][C@@][Branch2][Ring2][Ring1][C][F][C][C@][C][C][C][Branch2][Ring1][C][C][Branch1][=Branch1][O][C][Ring1][#Branch2][C][=C][Ring1][#C][C][C][=C][C][=Branch1][C][=O][C@@][Ring1][=N][Branch1][Ring1][C][=O][N][C][=C][C][=C][Branch1][C][F][O][Ring1][=N],CCC=CC=CC[C@@](CF)=O,CCC=CC=CCC(=O)CF,True,True,0.4444444444444444,1.0,17.07,2.437500000000001,149.42124551085624,11.0,57.0,8.0,8.0,2.194371281405041
221,221,[C][C][=N][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][S][C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][Cl][C][=Branch1][C][=O][O][C][Ring1][C],CC=NC(C(=O)CCC1=CC(N)=CC=C1Cl)C=O,CC=NC(C=O)C(=O)CCc1cc(N)ccc1Cl,True,True,0.3076923076923077,4.0,72.52000000000001,2.0821,449.1061566327445,18.0,34.0,6.0,2.0,1.9492825713697874
222,222,[C][N][C][=N][C][Branch1][C][C][Branch2][Ring1][O][C][C][N][Branch2][Ring1][O][C][=C][C][Branch1][C][C][=N][C][=C][Branch1][S][C][Branch1][=Branch2][C][=C][Ring1][C][Cl][C][S][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][Ring2][Ring1][#Branch2],C1NC=NC(C)(CCNC=CC(C)=NC=CC(C#CCl)C)OC=CC=C1,CC(C=CNCCC1(C)N=CNCC=CC=CO1)=NC=CC(C)C#CCl,True,True,0.4,5.0,58.010000000000005,3.724400000000003,624.6847991082902,26.0,51.0,10.0,6.0,2.1968124200674657
223,223,[C][C][Branch1][C][C][Branch1][C][O][C][C][Branch1][C][C][=O][Branch2][Ring1][Branch1][N][C][=C][Ring1][=Branch1][C][=O][C][Br][C][=Branch1][C][=O][C][=N][C][=C][C][Branch1][C][C][N][Ring1][#Branch1][C][=C][C][Branch1][Ring1][C],CC(C)(O)CC(C)=O,CC(=O)CC(C)(C)O,True,True,0.8333333333333334,2.0,37.3,0.7363999999999999,82.70165766734145,8.0,47.0,10.0,4.0,1.857319289199861
224,224,[C][C][=C][NH1][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][C][=C][C][Branch1][#Branch2][C][O][C][Branch1][C][Cl][=C][C][=N][Ring1][#Branch1][=N][Ring1][#C][C][=C][Ring1][S][NH1][Ring1][=Branch2][=C][Ring2][Ring1][=N],CC=C[NH1]C(=O)NC=C(Cl)C(C(=O)N1C2=CCC=CC1(COC(Cl)=CC=N)NC)=C2[NH1],CC=CNC(=O)NC=C(Cl)C1=C([NH])C2=CCC=CC(COC(Cl)=CC=N)(NC)N2C1=O,True,True,0.25,5.0,130.35000000000002,2.7844700000000007,890.3228035743817,31.0,56.0,9.0,7.0,2.379439090432116
225,225,[C][C][Branch1][Branch2][N][C][=C][C][=Branch1][C][=O][O][C][Branch1][=C][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][C@H1][Ring1][=Branch2][C][=C][C][=C][Ring1],CC(NC=CC=O)OC1(CNC(C#N)=C1CC=O)NC=CC(C)CC[C@H1]C=CC#C,C#CC=C[CH]CCC(C)C=CNC1(OC(C)NC=CC=O)CNC(C#N)=C1CC=O,True,True,0.391304347826087,7.0,103.25,2.23067,739.8882656850452,30.0,49.0,10.0,6.0,2.0904890222063552
226,226,[N][#C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][N][=C][Branch1][#Branch2][O][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][=C][Branch1][C][S][N][C][=Ring1][#Branch1][O],N#CCC(=O)N(C)C=CC=CN=C(OC(C)=C1C=C)C(S)NC1O,C=CC1=C(C)OC(=NC=CC=CN(C)C(=O)CC#N)C(S)NC1O,True,True,0.3125,7.0,97.95,1.4384799999999998,612.9139762661247,24.0,38.0,8.0,2.0,2.112379789369354
227,227,[C][C][=C][N][=C][Branch2][Ring2][=Branch1][C][O][C][Branch1][Branch2][O][C][C][C][C][Branch1][C][F][Branch1][C][F][C][O][C][=C][C][Branch1][=C][C][=C][Branch1][C][C][=C][C][=C][Ring1][Branch2][Cl][C][=Branch1][C][=O][O][=C][Ring2][Ring1][Branch1][Ring1][=C][C][=C][Ring2][Ring1][P][=O],C1C=CN=C(COC(OCC2CCF)(F)COC3=C4C(C=C(C)CC=C4Cl)C)OOC23C=C1O,CC1=CC(C)C(=C2OCC3(F)OCC4=NC=CCC(O)=CC2(OO4)C(CCF)CO3)C(Cl)=CC1,True,True,0.5416666666666666,7.0,78.74000000000001,5.4702000000000055,944.5227461425105,34.0,59.0,11.0,7.0,2.1193685469444303
